sample_id,filename,source_path,checksum_sha256,movement_label_id,movement_label,participant_id,arm_code,arm,recording_id,split_group,sensor_location,device_model,device_orientation,sampling_rate_hz,original_length,processed_length,channel_names,quality_flag,sample_index,length_strategy,tensor_axis_order
ksas_m1_p09_d,1-9-d.csv,data/raw/KSAS-Dataset/movements/1-9-d.csv,dc9d390f6418f3ba9f7aedc66d6e0edd5beb1e36729dbba28e408d3490782590,1,upward block,P09,d,right,1-9-d,P09,smartphone,XiaoMi Mi A2,,,52,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,78,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p09_i,1-9-i.csv,data/raw/KSAS-Dataset/movements/1-9-i.csv,58dce3efee81b1ef6c7200e7c985f0f995e154d2316fcfc54337eb769cb1fd1e,1,upward block,P09,i,left,1-9-i,P09,smartphone,XiaoMi Mi A2,,,38,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,79,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p01_d,2-1-d.csv,data/raw/KSAS-Dataset/movements/2-1-d.csv,579b9070c78842417828c4db4be4338874c4617cdc53b41c23ba050f0044adad,2,hammering inward block,P01,d,right,2-1-d,P01,smartphone,XiaoMi Mi A2,,,31,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,80,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p01_i,2-1-i.csv,data/raw/KSAS-Dataset/movements/2-1-i.csv,68f89875de1cc1cb7eda9bf14b81ef7a47c0775be050d5d0a61a2d91626c7c46,2,hammering inward block,P01,i,left,2-1-i,P01,smartphone,XiaoMi Mi A2,,,30,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,81,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p10_d,2-10-d.csv,data/raw/KSAS-Dataset/movements/2-10-d.csv,eb2f512627490739c6e12fc58a3c6851eabf292784e86afecd447e415057b599,2,hammering inward block,P10,d,right,2-10-d,P10,smartphone,XiaoMi Mi A2,,,30,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,82,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p10_i,2-10-i.csv,data/raw/KSAS-Dataset/movements/2-10-i.csv,494b58ba449dcea2b710dfc51b6acac9471a9d2469e3de77d3164f44b7c73201,2,hammering inward block,P10,i,left,2-10-i,P10,smartphone,XiaoMi Mi A2,,,20,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,83,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p11_d,2-11-d.csv,data/raw/KSAS-Dataset/movements/2-11-d.csv,68654cd77fc8ababfbee8af3d2c3fab08afda387778c24bc7e3c50658f2e0a7b,2,hammering inward block,P11,d,right,2-11-d,P11,smartphone,XiaoMi Mi A2,,,24,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,84,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p11_i,2-11-i.csv,data/raw/KSAS-Dataset/movements/2-11-i.csv,0c9742044b799d6ad9891c2ea2c9c87f15a340b446ffb10255982bda590d7c76,2,hammering inward block,P11,i,left,2-11-i,P11,smartphone,XiaoMi Mi A2,,,20,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,85,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p12_d,2-12-d.csv,data/raw/KSAS-Dataset/movements/2-12-d.csv,d8016e1eacff2e434402faec045e3a8542be114c109f877f955f99db61f3185c,2,hammering inward block,P12,d,right,2-12-d,P12,smartphone,XiaoMi Mi A2,,,30,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,86,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p12_i,2-12-i.csv,data/raw/KSAS-Dataset/movements/2-12-i.csv,60d165e701749c1da90fdec378287a6e4f6f240d82bc280473e8678138f41997,2,hammering inward block,P12,i,left,2-12-i,P12,smartphone,XiaoMi Mi A2,,,25,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,87,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p13_d,2-13-d.csv,data/raw/KSAS-Dataset/movements/2-13-d.csv,32363fb6edea1298f64a7be5fb5fb222a0b5cee9cb8f383d496f3ad2ab23268e,2,hammering inward block,P13,d,right,2-13-d,P13,smartphone,XiaoMi Mi A2,,,23,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,88,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p13_i,2-13-i.csv,data/raw/KSAS-Dataset/movements/2-13-i.csv,2f443422a872dff966d686912319e3db1699175bba74066e591339ac2a5d0a7e,2,hammering inward block,P13,i,left,2-13-i,P13,smartphone,XiaoMi Mi A2,,,25,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,89,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p14_d,2-14-d.csv,data/raw/KSAS-Dataset/movements/2-14-d.csv,ab4eae5a4e5f98ae7308a955d833ac54bb2ec143ed2f886f34f1f678ba1ff71c,2,hammering inward block,P14,d,right,2-14-d,P14,smartphone,XiaoMi Mi A2,,,33,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,90,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p14_i,2-14-i.csv,data/raw/KSAS-Dataset/movements/2-14-i.csv,89354137762cd03a4f852f3ee28c01147d70b26215807c787dc8b6b35436e588,2,hammering inward block,P14,i,left,2-14-i,P14,smartphone,XiaoMi Mi A2,,,33,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,91,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p15_d,2-15-d.csv,data/raw/KSAS-Dataset/movements/2-15-d.csv,d47d29c2ce271b870517b365708a4b2d600c9182e9183fad7aaf2d791839fe80,2,hammering inward block,P15,d,right,2-15-d,P15,smartphone,XiaoMi Mi A2,,,40,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,92,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p15_i,2-15-i.csv,data/raw/KSAS-Dataset/movements/2-15-i.csv,38d36199b504ef9c4bc947b03d00669d8be0da791bfc7d8e1cff8712c1cd751e,2,hammering inward block,P15,i,left,2-15-i,P15,smartphone,XiaoMi Mi A2,,,29,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,93,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p16_d,2-16-d.csv,data/raw/KSAS-Dataset/movements/2-16-d.csv,7ffa3c9a8a38cb3354576a53480aaac46301dd6b16c168a47b61ad093372b000,2,hammering inward block,P16,d,right,2-16-d,P16,smartphone,XiaoMi Mi A2,,,26,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,94,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p16_i,2-16-i.csv,data/raw/KSAS-Dataset/movements/2-16-i.csv,0afe219cfb0f15bd99526692f77a1ebb1c5bd6ec32850d94961587c15fa94966,2,hammering inward block,P16,i,left,2-16-i,P16,smartphone,XiaoMi Mi A2,,,32,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,95,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p17_d,2-17-d.csv,data/raw/KSAS-Dataset/movements/2-17-d.csv,0fef59812a5d6599f63b4d6bb9b666920ae85039c5529f562901b3f92ab2815a,2,hammering inward block,P17,d,right,2-17-d,P17,smartphone,XiaoMi Mi A2,,,51,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,96,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p17_i,2-17-i.csv,data/raw/KSAS-Dataset/movements/2-17-i.csv,a117948584225257891b3ea89df16f6345e167e63a8c9354268bc46ce4f66eb0,2,hammering inward block,P17,i,left,2-17-i,P17,smartphone,XiaoMi Mi A2,,,41,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,97,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p18_d,2-18-d.csv,data/raw/KSAS-Dataset/movements/2-18-d.csv,b047976b7f93c246590c44be4f6e32e50818253c7b5caa0c37c6a1b9978e1835,2,hammering inward block,P18,d,right,2-18-d,P18,smartphone,XiaoMi Mi A2,,,30,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,98,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p18_i,2-18-i.csv,data/raw/KSAS-Dataset/movements/2-18-i.csv,dd35551418e7feeeadabdd662a2941e3972fe2c8691568a00e2bd9bb3e45a7a5,2,hammering inward block,P18,i,left,2-18-i,P18,smartphone,XiaoMi Mi A2,,,26,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,99,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p19_d,2-19-d.csv,data/raw/KSAS-Dataset/movements/2-19-d.csv,1761b96c8d8e311a3c7ec0f5bc415e403b926aceef0b2d37e84acd6cf85488af,2,hammering inward block,P19,d,right,2-19-d,P19,smartphone,XiaoMi Mi A2,,,51,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,100,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p19_i,2-19-i.csv,data/raw/KSAS-Dataset/movements/2-19-i.csv,77bfbf96b69efed178437c3499f463b48c439c84acf84bb46ee98d4a7e5e3ef6,2,hammering inward block,P19,i,left,2-19-i,P19,smartphone,XiaoMi Mi A2,,,30,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,101,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p02_d,2-2-d.csv,data/raw/KSAS-Dataset/movements/2-2-d.csv,1ca5a0ac887fd110d66a98df9f51e5f5992a03baf32b98f518660285b6dd0f00,2,hammering inward block,P02,d,right,2-2-d,P02,smartphone,XiaoMi Mi A2,,,27,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,102,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p02_i,2-2-i.csv,data/raw/KSAS-Dataset/movements/2-2-i.csv,750742defe24bd29bda5c4b0af99fc4424be8510db1126954d26aa1bf6cd6620,2,hammering inward block,P02,i,left,2-2-i,P02,smartphone,XiaoMi Mi A2,,,28,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,103,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p20_d,2-20-d.csv,data/raw/KSAS-Dataset/movements/2-20-d.csv,b3bc8212876c236ce9117b869b21f85f60470aefea1934811dfe07e1f3223a4d,2,hammering inward block,P20,d,right,2-20-d,P20,smartphone,XiaoMi Mi A2,,,29,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,104,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p20_i,2-20-i.csv,data/raw/KSAS-Dataset/movements/2-20-i.csv,21bb856b7f91d20c78b472a1eda9aa4e396fc3aeb670b1266690e5956776c9a9,2,hammering inward block,P20,i,left,2-20-i,P20,smartphone,XiaoMi Mi A2,,,26,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,105,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p03_d,2-3-d.csv,data/raw/KSAS-Dataset/movements/2-3-d.csv,2fda18ac071d509722a724d35bbc2169d8480a12bda5ea6c9f5f14bc24438c92,2,hammering inward block,P03,d,right,2-3-d,P03,smartphone,XiaoMi Mi A2,,,28,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,106,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p03_i,2-3-i.csv,data/raw/KSAS-Dataset/movements/2-3-i.csv,8204e08a7b7eae75adcdef2301e34917b140077d58de279b13a49711ab27add7,2,hammering inward block,P03,i,left,2-3-i,P03,smartphone,XiaoMi Mi A2,,,32,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,107,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p04_d,2-4-d.csv,data/raw/KSAS-Dataset/movements/2-4-d.csv,d19c72b00994ac942a718f571579101f7746557efcd768173b216badc81434a7,2,hammering inward block,P04,d,right,2-4-d,P04,smartphone,XiaoMi Mi A2,,,26,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,108,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p04_i,2-4-i.csv,data/raw/KSAS-Dataset/movements/2-4-i.csv,fdeda2c355409179e9e062fb8a5568de1df9ba7783cb2dcb85d1b1830e7da8e1,2,hammering inward block,P04,i,left,2-4-i,P04,smartphone,XiaoMi Mi A2,,,28,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,109,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p05_d,2-5-d.csv,data/raw/KSAS-Dataset/movements/2-5-d.csv,f2f82e7bff1c36ecc4b77bfeca4c5459d789eafb6e7584fbb054f6bbe709b137,2,hammering inward block,P05,d,right,2-5-d,P05,smartphone,XiaoMi Mi A2,,,42,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,110,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p05_i,2-5-i.csv,data/raw/KSAS-Dataset/movements/2-5-i.csv,3d16e19903f95ade6c40518077d09ab28c23dcded19beb274ac35b44566e4b6e,2,hammering inward block,P05,i,left,2-5-i,P05,smartphone,XiaoMi Mi A2,,,35,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,111,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p06_d,2-6-d.csv,data/raw/KSAS-Dataset/movements/2-6-d.csv,e6600720641d1567375ff26d1d26c340c882ed2d143846ec9cd51aa769d68a67,2,hammering inward block,P06,d,right,2-6-d,P06,smartphone,XiaoMi Mi A2,,,27,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,112,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p06_i,2-6-i.csv,data/raw/KSAS-Dataset/movements/2-6-i.csv,59851048816ea0d58eab762b3aef1963c119c26614aae6c9ebf0991e805ad11b,2,hammering inward block,P06,i,left,2-6-i,P06,smartphone,XiaoMi Mi A2,,,25,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,113,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p07_d,2-7-d.csv,data/raw/KSAS-Dataset/movements/2-7-d.csv,ef2c69c2d7edfcf7eeb775bcf4f332003768244c719cfbf7e19c5f6bc47cd52f,2,hammering inward block,P07,d,right,2-7-d,P07,smartphone,XiaoMi Mi A2,,,25,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,114,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p07_i,2-7-i.csv,data/raw/KSAS-Dataset/movements/2-7-i.csv,70a33f87f890cad78a1eb92c3fa0613f0b80ef72309b2b651256d68c267b962b,2,hammering inward block,P07,i,left,2-7-i,P07,smartphone,XiaoMi Mi A2,,,25,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,115,right_pad_with_zeros,"sample,channel,time"
ksas_m2_p08_d,2-8-d.csv,data/raw/KSAS-Dataset/movements/2-8-d.csv,3504d163ac3ab088872203e942cbc5c104a646846e81a813f1208cc1f4aeb92a,2,hammering inward block,P08,d,right,2-8-d,P08,smartphone,XiaoMi Mi A2,,,33,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,116,right_pad_with_zeros,"sample,channel,time"
