pattern_rank,feature_index,fold,sample_index,sample_id,participant_id,arm_code,y_true,y_pred,correct,feature_value
3,7931,1,46,ksas_m1_p12_d,P12,d,1,1,True,0.5
4,6206,1,46,ksas_m1_p12_d,P12,d,1,1,True,0.3035714328289032
5,8463,1,46,ksas_m1_p12_d,P12,d,1,1,True,0.5892857313156128
6,8405,1,46,ksas_m1_p12_d,P12,d,1,1,True,0.5357142686843872
7,7909,1,46,ksas_m1_p12_d,P12,d,1,1,True,0.5357142686843872
8,8453,1,46,ksas_m1_p12_d,P12,d,1,1,True,0.5892857313156128
9,8485,1,46,ksas_m1_p12_d,P12,d,1,1,True,0.5178571343421936
10,6196,1,46,ksas_m1_p12_d,P12,d,1,1,True,0.3214285671710968
11,7944,1,46,ksas_m1_p12_d,P12,d,1,1,True,0.25
12,8533,1,46,ksas_m1_p12_d,P12,d,1,1,True,0.4464285671710968
1,8164,1,47,ksas_m1_p12_i,P12,i,1,1,True,0.4642857015132904
2,8429,1,47,ksas_m1_p12_i,P12,i,1,1,True,0.625
3,7931,1,47,ksas_m1_p12_i,P12,i,1,1,True,0.5357142686843872
4,6206,1,47,ksas_m1_p12_i,P12,i,1,1,True,0.3928571343421936
5,8463,1,47,ksas_m1_p12_i,P12,i,1,1,True,0.5892857313156128
6,8405,1,47,ksas_m1_p12_i,P12,i,1,1,True,0.5
7,7909,1,47,ksas_m1_p12_i,P12,i,1,1,True,0.625
8,8453,1,47,ksas_m1_p12_i,P12,i,1,1,True,0.625
9,8485,1,47,ksas_m1_p12_i,P12,i,1,1,True,0.5357142686843872
10,6196,1,47,ksas_m1_p12_i,P12,i,1,1,True,0.4285714328289032
11,7944,1,47,ksas_m1_p12_i,P12,i,1,1,True,0.2678571343421936
12,8533,1,47,ksas_m1_p12_i,P12,i,1,1,True,0.5357142686843872
1,8164,1,54,ksas_m1_p16_d,P16,d,1,1,True,0.4464285671710968
2,8429,1,54,ksas_m1_p16_d,P16,d,1,1,True,0.5
3,7931,1,54,ksas_m1_p16_d,P16,d,1,1,True,0.4642857015132904
4,6206,1,54,ksas_m1_p16_d,P16,d,1,1,True,0.5178571343421936
5,8463,1,54,ksas_m1_p16_d,P16,d,1,1,True,0.5535714030265808
6,8405,1,54,ksas_m1_p16_d,P16,d,1,1,True,0.5
7,7909,1,54,ksas_m1_p16_d,P16,d,1,1,True,0.5178571343421936
8,8453,1,54,ksas_m1_p16_d,P16,d,1,1,True,0.5892857313156128
9,8485,1,54,ksas_m1_p16_d,P16,d,1,1,True,0.5178571343421936
10,6196,1,54,ksas_m1_p16_d,P16,d,1,1,True,0.4642857015132904
11,7944,1,54,ksas_m1_p16_d,P16,d,1,1,True,0.2857142984867096
12,8533,1,54,ksas_m1_p16_d,P16,d,1,1,True,0.375
1,8164,1,55,ksas_m1_p16_i,P16,i,1,1,True,0.4285714328289032
2,8429,1,55,ksas_m1_p16_i,P16,i,1,1,True,0.5892857313156128
3,7931,1,55,ksas_m1_p16_i,P16,i,1,1,True,0.5
4,6206,1,55,ksas_m1_p16_i,P16,i,1,1,True,0.4642857015132904
5,8463,1,55,ksas_m1_p16_i,P16,i,1,1,True,0.5535714030265808
6,8405,1,55,ksas_m1_p16_i,P16,i,1,1,True,0.5178571343421936
7,7909,1,55,ksas_m1_p16_i,P16,i,1,1,True,0.5357142686843872
8,8453,1,55,ksas_m1_p16_i,P16,i,1,1,True,0.6071428656578064
9,8485,1,55,ksas_m1_p16_i,P16,i,1,1,True,0.5535714030265808
10,6196,1,55,ksas_m1_p16_i,P16,i,1,1,True,0.4107142984867096
11,7944,1,55,ksas_m1_p16_i,P16,i,1,1,True,0.375
12,8533,1,55,ksas_m1_p16_i,P16,i,1,1,True,0.3571428656578064
1,8164,1,76,ksas_m1_p08_d,P08,d,1,1,True,0.4821428656578064
2,8429,1,76,ksas_m1_p08_d,P08,d,1,1,True,0.6071428656578064
3,7931,1,76,ksas_m1_p08_d,P08,d,1,1,True,0.5714285969734192
4,6206,1,76,ksas_m1_p08_d,P08,d,1,1,True,0.4285714328289032
5,8463,1,76,ksas_m1_p08_d,P08,d,1,1,True,0.5714285969734192
6,8405,1,76,ksas_m1_p08_d,P08,d,1,1,True,0.4107142984867096
7,7909,1,76,ksas_m1_p08_d,P08,d,1,1,True,0.5535714030265808
8,8453,1,76,ksas_m1_p08_d,P08,d,1,1,True,0.6071428656578064
9,8485,1,76,ksas_m1_p08_d,P08,d,1,1,True,0.5357142686843872
10,6196,1,76,ksas_m1_p08_d,P08,d,1,1,True,0.4464285671710968
11,7944,1,76,ksas_m1_p08_d,P08,d,1,1,True,0.3214285671710968
12,8533,1,76,ksas_m1_p08_d,P08,d,1,1,True,0.4821428656578064
1,8164,1,77,ksas_m1_p08_i,P08,i,1,3,False,0.4107142984867096
2,8429,1,77,ksas_m1_p08_i,P08,i,1,3,False,0.5357142686843872
3,7931,1,77,ksas_m1_p08_i,P08,i,1,3,False,0.5892857313156128
4,6206,1,77,ksas_m1_p08_i,P08,i,1,3,False,0.4285714328289032
5,8463,1,77,ksas_m1_p08_i,P08,i,1,3,False,0.5535714030265808
6,8405,1,77,ksas_m1_p08_i,P08,i,1,3,False,0.5
7,7909,1,77,ksas_m1_p08_i,P08,i,1,3,False,0.5892857313156128
8,8453,1,77,ksas_m1_p08_i,P08,i,1,3,False,0.5714285969734192
9,8485,1,77,ksas_m1_p08_i,P08,i,1,3,False,0.5714285969734192
10,6196,1,77,ksas_m1_p08_i,P08,i,1,3,False,0.5
11,7944,1,77,ksas_m1_p08_i,P08,i,1,3,False,0.2678571343421936
12,8533,1,77,ksas_m1_p08_i,P08,i,1,3,False,0.4285714328289032
1,8164,1,82,ksas_m2_p10_d,P10,d,2,2,True,0.4821428656578064
2,8429,1,82,ksas_m2_p10_d,P10,d,2,2,True,0.4285714328289032
3,7931,1,82,ksas_m2_p10_d,P10,d,2,2,True,0.625
4,6206,1,82,ksas_m2_p10_d,P10,d,2,2,True,0.3392857015132904
5,8463,1,82,ksas_m2_p10_d,P10,d,2,2,True,0.2321428507566452
6,8405,1,82,ksas_m2_p10_d,P10,d,2,2,True,0.3392857015132904
7,7909,1,82,ksas_m2_p10_d,P10,d,2,2,True,0.5892857313156128
8,8453,1,82,ksas_m2_p10_d,P10,d,2,2,True,0.2321428507566452
9,8485,1,82,ksas_m2_p10_d,P10,d,2,2,True,0.5178571343421936
10,6196,1,82,ksas_m2_p10_d,P10,d,2,2,True,0.3035714328289032
11,7944,1,82,ksas_m2_p10_d,P10,d,2,2,True,0.2321428507566452
12,8533,1,82,ksas_m2_p10_d,P10,d,2,2,True,0.5714285969734192
1,8164,1,83,ksas_m2_p10_i,P10,i,2,2,True,0.4107142984867096
2,8429,1,83,ksas_m2_p10_i,P10,i,2,2,True,0.3392857015132904
3,7931,1,83,ksas_m2_p10_i,P10,i,2,2,True,0.4107142984867096
4,6206,1,83,ksas_m2_p10_i,P10,i,2,2,True,0.375
5,8463,1,83,ksas_m2_p10_i,P10,i,2,2,True,0.2857142984867096
6,8405,1,83,ksas_m2_p10_i,P10,i,2,2,True,0.3214285671710968
7,7909,1,83,ksas_m2_p10_i,P10,i,2,2,True,0.4464285671710968
8,8453,1,83,ksas_m2_p10_i,P10,i,2,2,True,0.2678571343421936
9,8485,1,83,ksas_m2_p10_i,P10,i,2,2,True,0.25
10,6196,1,83,ksas_m2_p10_i,P10,i,2,2,True,0.4107142984867096
11,7944,1,83,ksas_m2_p10_i,P10,i,2,2,True,0.1607142835855484
12,8533,1,83,ksas_m2_p10_i,P10,i,2,2,True,0.3214285671710968
1,8164,1,86,ksas_m2_p12_d,P12,d,2,2,True,0.4464285671710968
2,8429,1,86,ksas_m2_p12_d,P12,d,2,2,True,0.3035714328289032
3,7931,1,86,ksas_m2_p12_d,P12,d,2,2,True,0.6428571343421936
4,6206,1,86,ksas_m2_p12_d,P12,d,2,2,True,0.3571428656578064
5,8463,1,86,ksas_m2_p12_d,P12,d,2,2,True,0.2857142984867096
6,8405,1,86,ksas_m2_p12_d,P12,d,2,2,True,0.3571428656578064
7,7909,1,86,ksas_m2_p12_d,P12,d,2,2,True,0.625
8,8453,1,86,ksas_m2_p12_d,P12,d,2,2,True,0.2678571343421936
9,8485,1,86,ksas_m2_p12_d,P12,d,2,2,True,0.4821428656578064
10,6196,1,86,ksas_m2_p12_d,P12,d,2,2,True,0.4642857015132904
11,7944,1,86,ksas_m2_p12_d,P12,d,2,2,True,0.2321428507566452
12,8533,1,86,ksas_m2_p12_d,P12,d,2,2,True,0.4285714328289032
1,8164,1,87,ksas_m2_p12_i,P12,i,2,2,True,0.3928571343421936
2,8429,1,87,ksas_m2_p12_i,P12,i,2,2,True,0.2857142984867096
3,7931,1,87,ksas_m2_p12_i,P12,i,2,2,True,0.5357142686843872
4,6206,1,87,ksas_m2_p12_i,P12,i,2,2,True,0.3571428656578064
5,8463,1,87,ksas_m2_p12_i,P12,i,2,2,True,0.25
6,8405,1,87,ksas_m2_p12_i,P12,i,2,2,True,0.3571428656578064
7,7909,1,87,ksas_m2_p12_i,P12,i,2,2,True,0.625
8,8453,1,87,ksas_m2_p12_i,P12,i,2,2,True,0.2321428507566452
9,8485,1,87,ksas_m2_p12_i,P12,i,2,2,True,0.3035714328289032
10,6196,1,87,ksas_m2_p12_i,P12,i,2,2,True,0.375
11,7944,1,87,ksas_m2_p12_i,P12,i,2,2,True,0.1607142835855484
12,8533,1,87,ksas_m2_p12_i,P12,i,2,2,True,0.3392857015132904
1,8164,1,94,ksas_m2_p16_d,P16,d,2,2,True,0.3571428656578064
2,8429,1,94,ksas_m2_p16_d,P16,d,2,2,True,0.3571428656578064
3,7931,1,94,ksas_m2_p16_d,P16,d,2,2,True,0.5714285969734192
4,6206,1,94,ksas_m2_p16_d,P16,d,2,2,True,0.3392857015132904
5,8463,1,94,ksas_m2_p16_d,P16,d,2,2,True,0.0714285746216774
6,8405,1,94,ksas_m2_p16_d,P16,d,2,2,True,0.1428571492433548
7,7909,1,94,ksas_m2_p16_d,P16,d,2,2,True,0.6785714030265808
8,8453,1,94,ksas_m2_p16_d,P16,d,2,2,True,0.0714285746216774
9,8485,1,94,ksas_m2_p16_d,P16,d,2,2,True,0.3571428656578064
10,6196,1,94,ksas_m2_p16_d,P16,d,2,2,True,0.375
11,7944,1,94,ksas_m2_p16_d,P16,d,2,2,True,0.2142857164144516
12,8533,1,94,ksas_m2_p16_d,P16,d,2,2,True,0.4107142984867096
1,8164,1,95,ksas_m2_p16_i,P16,i,2,2,True,0.6071428656578064
2,8429,1,95,ksas_m2_p16_i,P16,i,2,2,True,0.3392857015132904
3,7931,1,95,ksas_m2_p16_i,P16,i,2,2,True,0.6428571343421936
4,6206,1,95,ksas_m2_p16_i,P16,i,2,2,True,0.3214285671710968
5,8463,1,95,ksas_m2_p16_i,P16,i,2,2,True,0.2857142984867096
6,8405,1,95,ksas_m2_p16_i,P16,i,2,2,True,0.3214285671710968
7,7909,1,95,ksas_m2_p16_i,P16,i,2,2,True,0.625
8,8453,1,95,ksas_m2_p16_i,P16,i,2,2,True,0.25
9,8485,1,95,ksas_m2_p16_i,P16,i,2,2,True,0.375
10,6196,1,95,ksas_m2_p16_i,P16,i,2,2,True,0.4285714328289032
11,7944,1,95,ksas_m2_p16_i,P16,i,2,2,True,0.1428571492433548
12,8533,1,95,ksas_m2_p16_i,P16,i,2,2,True,0.3928571343421936
1,8164,1,116,ksas_m2_p08_d,P08,d,2,3,False,0.4821428656578064
2,8429,1,116,ksas_m2_p08_d,P08,d,2,3,False,0.4642857015132904
3,7931,1,116,ksas_m2_p08_d,P08,d,2,3,False,0.5357142686843872
4,6206,1,116,ksas_m2_p08_d,P08,d,2,3,False,0.375
5,8463,1,116,ksas_m2_p08_d,P08,d,2,3,False,0.4285714328289032
6,8405,1,116,ksas_m2_p08_d,P08,d,2,3,False,0.4642857015132904
7,7909,1,116,ksas_m2_p08_d,P08,d,2,3,False,0.5714285969734192
8,8453,1,116,ksas_m2_p08_d,P08,d,2,3,False,0.375
9,8485,1,116,ksas_m2_p08_d,P08,d,2,3,False,0.4285714328289032
10,6196,1,116,ksas_m2_p08_d,P08,d,2,3,False,0.375
11,7944,1,116,ksas_m2_p08_d,P08,d,2,3,False,0.2678571343421936
12,8533,1,116,ksas_m2_p08_d,P08,d,2,3,False,0.5178571343421936
1,8164,1,117,ksas_m2_p08_i,P08,i,2,3,False,0.5714285969734192
2,8429,1,117,ksas_m2_p08_i,P08,i,2,3,False,0.4107142984867096
3,7931,1,117,ksas_m2_p08_i,P08,i,2,3,False,0.5357142686843872
4,6206,1,117,ksas_m2_p08_i,P08,i,2,3,False,0.3392857015132904
5,8463,1,117,ksas_m2_p08_i,P08,i,2,3,False,0.1964285671710968
6,8405,1,117,ksas_m2_p08_i,P08,i,2,3,False,0.3392857015132904
7,7909,1,117,ksas_m2_p08_i,P08,i,2,3,False,0.5714285969734192
8,8453,1,117,ksas_m2_p08_i,P08,i,2,3,False,0.2142857164144516
9,8485,1,117,ksas_m2_p08_i,P08,i,2,3,False,0.4285714328289032
10,6196,1,117,ksas_m2_p08_i,P08,i,2,3,False,0.3392857015132904
11,7944,1,117,ksas_m2_p08_i,P08,i,2,3,False,0.3035714328289032
12,8533,1,117,ksas_m2_p08_i,P08,i,2,3,False,0.4464285671710968
1,8164,1,122,ksas_m3_p10_d,P10,d,3,2,False,0.4107142984867096
2,8429,1,122,ksas_m3_p10_d,P10,d,3,2,False,0.3035714328289032
3,7931,1,122,ksas_m3_p10_d,P10,d,3,2,False,0.3571428656578064
4,6206,1,122,ksas_m3_p10_d,P10,d,3,2,False,0.25
5,8463,1,122,ksas_m3_p10_d,P10,d,3,2,False,0.4285714328289032
6,8405,1,122,ksas_m3_p10_d,P10,d,3,2,False,0.4285714328289032
7,7909,1,122,ksas_m3_p10_d,P10,d,3,2,False,0.4642857015132904
8,8453,1,122,ksas_m3_p10_d,P10,d,3,2,False,0.3571428656578064
9,8485,1,122,ksas_m3_p10_d,P10,d,3,2,False,0.3392857015132904
10,6196,1,122,ksas_m3_p10_d,P10,d,3,2,False,0.3392857015132904
11,7944,1,122,ksas_m3_p10_d,P10,d,3,2,False,0.1071428582072258
12,8533,1,122,ksas_m3_p10_d,P10,d,3,2,False,0.25
1,8164,1,123,ksas_m3_p10_i,P10,i,3,3,True,0.3214285671710968
2,8429,1,123,ksas_m3_p10_i,P10,i,3,3,True,0.2857142984867096
3,7931,1,123,ksas_m3_p10_i,P10,i,3,3,True,0.3928571343421936
4,6206,1,123,ksas_m3_p10_i,P10,i,3,3,True,0.0892857164144516
5,8463,1,123,ksas_m3_p10_i,P10,i,3,3,True,0.375
6,8405,1,123,ksas_m3_p10_i,P10,i,3,3,True,0.375
7,7909,1,123,ksas_m3_p10_i,P10,i,3,3,True,0.5
8,8453,1,123,ksas_m3_p10_i,P10,i,3,3,True,0.3571428656578064
9,8485,1,123,ksas_m3_p10_i,P10,i,3,3,True,0.2857142984867096
10,6196,1,123,ksas_m3_p10_i,P10,i,3,3,True,0.1785714328289032
11,7944,1,123,ksas_m3_p10_i,P10,i,3,3,True,0.1071428582072258
12,8533,1,123,ksas_m3_p10_i,P10,i,3,3,True,0.3392857015132904
1,8164,1,126,ksas_m3_p12_d,P12,d,3,0,False,0.3035714328289032
2,8429,1,126,ksas_m3_p12_d,P12,d,3,0,False,0.3035714328289032
3,7931,1,126,ksas_m3_p12_d,P12,d,3,0,False,0.3214285671710968
4,6206,1,126,ksas_m3_p12_d,P12,d,3,0,False,0.2321428507566452
5,8463,1,126,ksas_m3_p12_d,P12,d,3,0,False,0.0357142873108387
6,8405,1,126,ksas_m3_p12_d,P12,d,3,0,False,0.1428571492433548
7,7909,1,126,ksas_m3_p12_d,P12,d,3,0,False,0.4285714328289032
8,8453,1,126,ksas_m3_p12_d,P12,d,3,0,False,0.125
9,8485,1,126,ksas_m3_p12_d,P12,d,3,0,False,0.3214285671710968
10,6196,1,126,ksas_m3_p12_d,P12,d,3,0,False,0.3214285671710968
11,7944,1,126,ksas_m3_p12_d,P12,d,3,0,False,0.1071428582072258
12,8533,1,126,ksas_m3_p12_d,P12,d,3,0,False,0.3214285671710968
1,8164,1,127,ksas_m3_p12_i,P12,i,3,3,True,0.4285714328289032
2,8429,1,127,ksas_m3_p12_i,P12,i,3,3,True,0.3571428656578064
3,7931,1,127,ksas_m3_p12_i,P12,i,3,3,True,0.3928571343421936
4,6206,1,127,ksas_m3_p12_i,P12,i,3,3,True,0.2857142984867096
5,8463,1,127,ksas_m3_p12_i,P12,i,3,3,True,0.1607142835855484
6,8405,1,127,ksas_m3_p12_i,P12,i,3,3,True,0.2321428507566452
7,7909,1,127,ksas_m3_p12_i,P12,i,3,3,True,0.5
8,8453,1,127,ksas_m3_p12_i,P12,i,3,3,True,0.1964285671710968
9,8485,1,127,ksas_m3_p12_i,P12,i,3,3,True,0.2857142984867096
10,6196,1,127,ksas_m3_p12_i,P12,i,3,3,True,0.375
11,7944,1,127,ksas_m3_p12_i,P12,i,3,3,True,0.1607142835855484
12,8533,1,127,ksas_m3_p12_i,P12,i,3,3,True,0.3571428656578064
1,8164,1,134,ksas_m3_p16_d,P16,d,3,3,True,0.4285714328289032
2,8429,1,134,ksas_m3_p16_d,P16,d,3,3,True,0.2678571343421936
3,7931,1,134,ksas_m3_p16_d,P16,d,3,3,True,0.5357142686843872
4,6206,1,134,ksas_m3_p16_d,P16,d,3,3,True,0.3392857015132904
5,8463,1,134,ksas_m3_p16_d,P16,d,3,3,True,0.4107142984867096
6,8405,1,134,ksas_m3_p16_d,P16,d,3,3,True,0.5357142686843872
7,7909,1,134,ksas_m3_p16_d,P16,d,3,3,True,0.4821428656578064
8,8453,1,134,ksas_m3_p16_d,P16,d,3,3,True,0.3928571343421936
9,8485,1,134,ksas_m3_p16_d,P16,d,3,3,True,0.4464285671710968
10,6196,1,134,ksas_m3_p16_d,P16,d,3,3,True,0.375
11,7944,1,134,ksas_m3_p16_d,P16,d,3,3,True,0.3214285671710968
12,8533,1,134,ksas_m3_p16_d,P16,d,3,3,True,0.3392857015132904
1,8164,1,135,ksas_m3_p16_i,P16,i,3,3,True,0.4821428656578064
2,8429,1,135,ksas_m3_p16_i,P16,i,3,3,True,0.4107142984867096
3,7931,1,135,ksas_m3_p16_i,P16,i,3,3,True,0.5357142686843872
4,6206,1,135,ksas_m3_p16_i,P16,i,3,3,True,0.375
5,8463,1,135,ksas_m3_p16_i,P16,i,3,3,True,0.5714285969734192
6,8405,1,135,ksas_m3_p16_i,P16,i,3,3,True,0.5357142686843872
7,7909,1,135,ksas_m3_p16_i,P16,i,3,3,True,0.4642857015132904
8,8453,1,135,ksas_m3_p16_i,P16,i,3,3,True,0.4642857015132904
9,8485,1,135,ksas_m3_p16_i,P16,i,3,3,True,0.4107142984867096
10,6196,1,135,ksas_m3_p16_i,P16,i,3,3,True,0.4642857015132904
11,7944,1,135,ksas_m3_p16_i,P16,i,3,3,True,0.3214285671710968
12,8533,1,135,ksas_m3_p16_i,P16,i,3,3,True,0.3571428656578064
1,8164,1,156,ksas_m3_p08_d,P08,d,3,2,False,0.375
2,8429,1,156,ksas_m3_p08_d,P08,d,3,2,False,0.4285714328289032
3,7931,1,156,ksas_m3_p08_d,P08,d,3,2,False,0.6071428656578064
4,6206,1,156,ksas_m3_p08_d,P08,d,3,2,False,0.3214285671710968
5,8463,1,156,ksas_m3_p08_d,P08,d,3,2,False,0.2678571343421936
6,8405,1,156,ksas_m3_p08_d,P08,d,3,2,False,0.4464285671710968
7,7909,1,156,ksas_m3_p08_d,P08,d,3,2,False,0.5892857313156128
8,8453,1,156,ksas_m3_p08_d,P08,d,3,2,False,0.3214285671710968
9,8485,1,156,ksas_m3_p08_d,P08,d,3,2,False,0.3035714328289032
10,6196,1,156,ksas_m3_p08_d,P08,d,3,2,False,0.3571428656578064
11,7944,1,156,ksas_m3_p08_d,P08,d,3,2,False,0.1071428582072258
12,8533,1,156,ksas_m3_p08_d,P08,d,3,2,False,0.3928571343421936
1,8164,1,157,ksas_m3_p08_i,P08,i,3,3,True,0.4285714328289032
2,8429,1,157,ksas_m3_p08_i,P08,i,3,3,True,0.4107142984867096
3,7931,1,157,ksas_m3_p08_i,P08,i,3,3,True,0.5892857313156128
4,6206,1,157,ksas_m3_p08_i,P08,i,3,3,True,0.4107142984867096
5,8463,1,157,ksas_m3_p08_i,P08,i,3,3,True,0.1607142835855484
6,8405,1,157,ksas_m3_p08_i,P08,i,3,3,True,0.3571428656578064
7,7909,1,157,ksas_m3_p08_i,P08,i,3,3,True,0.6785714030265808
8,8453,1,157,ksas_m3_p08_i,P08,i,3,3,True,0.25
9,8485,1,157,ksas_m3_p08_i,P08,i,3,3,True,0.25
10,6196,1,157,ksas_m3_p08_i,P08,i,3,3,True,0.3928571343421936
11,7944,1,157,ksas_m3_p08_i,P08,i,3,3,True,0.2142857164144516
12,8533,1,157,ksas_m3_p08_i,P08,i,3,3,True,0.4642857015132904
1,8164,1,162,ksas_m4_p10_d,P10,d,4,4,True,0.3928571343421936
2,8429,1,162,ksas_m4_p10_d,P10,d,4,4,True,0.3035714328289032
3,7931,1,162,ksas_m4_p10_d,P10,d,4,4,True,0.5357142686843872
4,6206,1,162,ksas_m4_p10_d,P10,d,4,4,True,0.5178571343421936
5,8463,1,162,ksas_m4_p10_d,P10,d,4,4,True,0.6428571343421936
6,8405,1,162,ksas_m4_p10_d,P10,d,4,4,True,0.5
7,7909,1,162,ksas_m4_p10_d,P10,d,4,4,True,0.5
8,8453,1,162,ksas_m4_p10_d,P10,d,4,4,True,0.6071428656578064
9,8485,1,162,ksas_m4_p10_d,P10,d,4,4,True,0.5
10,6196,1,162,ksas_m4_p10_d,P10,d,4,4,True,0.5357142686843872
11,7944,1,162,ksas_m4_p10_d,P10,d,4,4,True,0.4285714328289032
12,8533,1,162,ksas_m4_p10_d,P10,d,4,4,True,0.625
1,8164,1,163,ksas_m4_p10_i,P10,i,4,4,True,0.4107142984867096
2,8429,1,163,ksas_m4_p10_i,P10,i,4,4,True,0.3928571343421936
3,7931,1,163,ksas_m4_p10_i,P10,i,4,4,True,0.5892857313156128
4,6206,1,163,ksas_m4_p10_i,P10,i,4,4,True,0.5178571343421936
5,8463,1,163,ksas_m4_p10_i,P10,i,4,4,True,0.6428571343421936
6,8405,1,163,ksas_m4_p10_i,P10,i,4,4,True,0.5
7,7909,1,163,ksas_m4_p10_i,P10,i,4,4,True,0.4642857015132904
8,8453,1,163,ksas_m4_p10_i,P10,i,4,4,True,0.625
9,8485,1,163,ksas_m4_p10_i,P10,i,4,4,True,0.4821428656578064
10,6196,1,163,ksas_m4_p10_i,P10,i,4,4,True,0.5178571343421936
11,7944,1,163,ksas_m4_p10_i,P10,i,4,4,True,0.4107142984867096
12,8533,1,163,ksas_m4_p10_i,P10,i,4,4,True,0.6071428656578064
1,8164,1,166,ksas_m4_p12_d,P12,d,4,4,True,0.4642857015132904
2,8429,1,166,ksas_m4_p12_d,P12,d,4,4,True,0.4821428656578064
3,7931,1,166,ksas_m4_p12_d,P12,d,4,4,True,0.4821428656578064
4,6206,1,166,ksas_m4_p12_d,P12,d,4,4,True,0.5714285969734192
5,8463,1,166,ksas_m4_p12_d,P12,d,4,4,True,0.625
6,8405,1,166,ksas_m4_p12_d,P12,d,4,4,True,0.4642857015132904
7,7909,1,166,ksas_m4_p12_d,P12,d,4,4,True,0.5357142686843872
8,8453,1,166,ksas_m4_p12_d,P12,d,4,4,True,0.5535714030265808
9,8485,1,166,ksas_m4_p12_d,P12,d,4,4,True,0.5357142686843872
10,6196,1,166,ksas_m4_p12_d,P12,d,4,4,True,0.5892857313156128
11,7944,1,166,ksas_m4_p12_d,P12,d,4,4,True,0.4642857015132904
12,8533,1,166,ksas_m4_p12_d,P12,d,4,4,True,0.625
1,8164,1,167,ksas_m4_p12_i,P12,i,4,4,True,0.5
2,8429,1,167,ksas_m4_p12_i,P12,i,4,4,True,0.4285714328289032
3,7931,1,167,ksas_m4_p12_i,P12,i,4,4,True,0.5357142686843872
4,6206,1,167,ksas_m4_p12_i,P12,i,4,4,True,0.5535714030265808
5,8463,1,167,ksas_m4_p12_i,P12,i,4,4,True,0.5178571343421936
6,8405,1,167,ksas_m4_p12_i,P12,i,4,4,True,0.4642857015132904
7,7909,1,167,ksas_m4_p12_i,P12,i,4,4,True,0.5
8,8453,1,167,ksas_m4_p12_i,P12,i,4,4,True,0.5535714030265808
9,8485,1,167,ksas_m4_p12_i,P12,i,4,4,True,0.5892857313156128
10,6196,1,167,ksas_m4_p12_i,P12,i,4,4,True,0.5535714030265808
11,7944,1,167,ksas_m4_p12_i,P12,i,4,4,True,0.4642857015132904
12,8533,1,167,ksas_m4_p12_i,P12,i,4,4,True,0.6428571343421936
1,8164,1,174,ksas_m4_p16_d,P16,d,4,4,True,0.4821428656578064
2,8429,1,174,ksas_m4_p16_d,P16,d,4,4,True,0.5
3,7931,1,174,ksas_m4_p16_d,P16,d,4,4,True,0.4464285671710968
4,6206,1,174,ksas_m4_p16_d,P16,d,4,4,True,0.625
5,8463,1,174,ksas_m4_p16_d,P16,d,4,4,True,0.6428571343421936
6,8405,1,174,ksas_m4_p16_d,P16,d,4,4,True,0.4821428656578064
7,7909,1,174,ksas_m4_p16_d,P16,d,4,4,True,0.375
8,8453,1,174,ksas_m4_p16_d,P16,d,4,4,True,0.5892857313156128
9,8485,1,174,ksas_m4_p16_d,P16,d,4,4,True,0.4285714328289032
10,6196,1,174,ksas_m4_p16_d,P16,d,4,4,True,0.6607142686843872
11,7944,1,174,ksas_m4_p16_d,P16,d,4,4,True,0.3928571343421936
12,8533,1,174,ksas_m4_p16_d,P16,d,4,4,True,0.4642857015132904
1,8164,1,175,ksas_m4_p16_i,P16,i,4,4,True,0.3571428656578064
2,8429,1,175,ksas_m4_p16_i,P16,i,4,4,True,0.3928571343421936
3,7931,1,175,ksas_m4_p16_i,P16,i,4,4,True,0.4285714328289032
4,6206,1,175,ksas_m4_p16_i,P16,i,4,4,True,0.5892857313156128
5,8463,1,175,ksas_m4_p16_i,P16,i,4,4,True,0.5714285969734192
6,8405,1,175,ksas_m4_p16_i,P16,i,4,4,True,0.5
7,7909,1,175,ksas_m4_p16_i,P16,i,4,4,True,0.3928571343421936
8,8453,1,175,ksas_m4_p16_i,P16,i,4,4,True,0.6071428656578064
9,8485,1,175,ksas_m4_p16_i,P16,i,4,4,True,0.5
10,6196,1,175,ksas_m4_p16_i,P16,i,4,4,True,0.5892857313156128
11,7944,1,175,ksas_m4_p16_i,P16,i,4,4,True,0.4107142984867096
12,8533,1,175,ksas_m4_p16_i,P16,i,4,4,True,0.625
1,8164,1,196,ksas_m4_p08_d,P08,d,4,4,True,0.4285714328289032
2,8429,1,196,ksas_m4_p08_d,P08,d,4,4,True,0.5
3,7931,1,196,ksas_m4_p08_d,P08,d,4,4,True,0.4821428656578064
4,6206,1,196,ksas_m4_p08_d,P08,d,4,4,True,0.6607142686843872
5,8463,1,196,ksas_m4_p08_d,P08,d,4,4,True,0.6071428656578064
6,8405,1,196,ksas_m4_p08_d,P08,d,4,4,True,0.4464285671710968
7,7909,1,196,ksas_m4_p08_d,P08,d,4,4,True,0.5
8,8453,1,196,ksas_m4_p08_d,P08,d,4,4,True,0.625
9,8485,1,196,ksas_m4_p08_d,P08,d,4,4,True,0.4107142984867096
10,6196,1,196,ksas_m4_p08_d,P08,d,4,4,True,0.6607142686843872
11,7944,1,196,ksas_m4_p08_d,P08,d,4,4,True,0.4285714328289032
12,8533,1,196,ksas_m4_p08_d,P08,d,4,4,True,0.4642857015132904
1,8164,1,197,ksas_m4_p08_i,P08,i,4,4,True,0.4464285671710968
